1594508491.997973,in,1,1
1594508494.932788,in,1,-1
1594508498.300139,in,1,0
1594508500.708035,in,1,-1
1594508502.932580,in,1,1
1594508504.724832,in,1,1
1594508507.388322,in,1,1
1594508508.875964,in,1,1
1594508510.604008,in,1,1
1594508511.979844,in,1,0
1594508513.436605,in,1,1
1594508515.188417,in,1,1
1594508517.068437,in,1,1
1594508518.844251,in,1,1
1594508520.643829,in,1,1
1594508522.468444,in,1,1
1594508524.308485,in,1,1
1594508528.412491,in,1,1
1594508533.747677,in,1,1
1594508536.572535,in,1,1
1594508539.795894,in,1,1
1594508543.420408,in,1,1
1594508546.116430,in,1,1
1594508623.355119,in,1,0
1594508820.899104,in,1,1
1594508824.017316,in,1,-1
1594508826.226196,in,1,-1
1594508827.921404,in,1,-1
1594508831.034016,in,1,-1
1594508834.617315,in,1,-1
1594508840.865890,in,1,-1
1594508847.065738,in,1,-1
1594508850.465319,in,1,-1
1594508857.409535,in,1,-1
1594508863.753844,in,1,-1
1594508901.828029,in,1,1
1594508903.881036,in,1,1
1594508905.633175,in,1,1
1594508907.361211,in,1,-1
1594508909.120611,in,1,-1
1594508910.760985,in,1,-1
1594508912.409463,in,1,1
1594508914.281274,in,1,1
1594508915.953433,in,1,-1
1594508917.649406,in,1,-1
1594508919.360833,in,1,-1
1594508920.992999,in,1,1
1594508922.488586,in,1,-1
1594508936.336773,in,1,0
1594508940.216277,in,1,0
1594508945.680871,in,1,0
1594508958.816556,in,1,0
1594508970.888188,in,1,0
1594508976.504007,in,1,0
1594508987.152811,in,1,0
1594508999.151957,in,1,0
1594509001.536179,in,1,0
1594509024.215750,in,1,0
1594509044.479479,in,1,0
1594509056.792596,in,1,1
1594509059.439419,in,1,-1
1594509061.199266,in,1,1
1594509062.919600,in,1,1
1594509064.551192,in,1,1
1594509066.279605,in,1,1
1594509067.967348,in,1,1
1594509069.632029,in,1,1
1594509071.272012,in,1,-1
1594509073.895734,in,1,-1
1594509075.400013,in,1,-1
1594509077.025294,in,1,-1
1594509078.479272,in,1,-1
1594509079.927697,in,1,-1
1594509081.568068,in,1,-1
1594509096.783335,in,1,0
1594509105.008852,in,1,-1
1594509106.783383,in,1,-1
1594509108.135239,in,1,-1
1594509115.135789,in,1,-1
1594509116.831396,in,1,-1
1594509118.384058,in,1,-1
1594509120.007281,in,1,1
1594509121.671773,in,1,1
1594509123.295994,in,1,1
1594509124.848163,in,1,1
1594509126.439304,in,1,1
1594509128.272028,in,1,0
1594509130.799399,in,1,0
1594509166.014854,in,1,0
1594509219.847376,in,1,0
1594509223.710654,in,1,0
1594509238.182839,in,1,0
1594509277.198025,in,1,0
1594509283.439437,in,1,1
1594509284.910548,in,1,-1
1594509286.062614,in,1,0
1594509287.757934,in,1,0
1594509289.334261,in,1,-1
1594509290.486556,in,1,-1
1594509291.622012,in,1,-1
1594509582.509514,in,1,1
1594509583.947639,in,1,-1
1594509585.379789,in,1,-1
1594509586.547890,in,1,-1
1594509588.059530,in,1,-1
1594509589.628410,in,1,1
1594509590.788138,in,1,1
1594509591.908235,in,1,1
1594509593.044218,in,1,1
1594513790.497008,in,1,1
1594513799.559669,in,1,1
1594513803.415745,in,1,1
1594513804.992046,in,1,1
1594513806.311562,in,1,0
1594513810.672060,in,1,1
1594513812.072097,in,1,1
1594513815.295848,in,1,-1
1594513816.375270,in,1,-1
1594513820.815552,in,1,-1
1594513821.991185,in,1,-1
1594513826.199707,in,1,-1
1594513827.751132,in,1,-1
1594514756.792431,in,1,1
1594514760.454403,in,1,1
1594514763.190369,in,1,1
1594514765.117683,in,1,1
1594514784.206181,in,1,0
1594514792.614181,in,1,1
1594514808.437443,in,1,0
1594514809.726333,in,1,0
1594514816.077740,in,1,0
1594514820.725826,in,1,0
1594514823.165985,in,1,0
1594514825.797362,in,1,0
1594514855.869408,in,1,0
1594514878.397519,in,1,0
1594514888.117457,in,1,1
1594514891.677257,in,1,1
1594514893.668853,in,1,1
1594514897.605357,in,1,1
1594514913.652449,in,1,0
1594514919.549218,in,1,0
1594514972.124728,in,1,0
1594514985.235781,in,1,0
1594514990.492083,in,1,0
1594515028.907481,in,1,0
1594515072.900000,in,1,0
1594515106.259786,in,1,0
1594515107.186885,in,1,0
1594515293.977915,in,1,1
1594515297.425785,in,1,1
1594515305.371166,in,1,1
1594515317.103187,in,1,0
1594515373.189980,in,1,0
1594515377.134242,in,1,0
1594515386.685909,in,1,1
1594515388.518112,in,1,1
1594515396.909760,in,1,1
1594515423.078038,in,1,0
1594515432.237992,in,1,1
1594515434.381979,in,1,1
1594515436.045839,in,1,1
1594515437.318067,in,1,1
1594515438.935290,in,1,1
1594515440.357624,in,1,1
1594515442.037675,in,1,1
1594515443.613987,in,1,1
1594515445.086105,in,1,1
1594515446.542717,in,1,1
1594515448.061959,in,1,1
1594515450.271133,in,1,1
1594515473.661473,in,1,0
1594515504.564146,in,1,1
1594515506.253175,in,1,1
1594515508.203583,in,1,1
1594515509.652070,in,1,-1
1594515511.491728,in,1,-1
1594515522.339380,in,1,0
1594515546.171998,in,1,0
1594515553.683033,in,1,0
1594515628.830580,in,1,0
1594515684.372789,in,1,0
1594515685.588515,in,1,0
