1596010674.605921,in,1,a,pressed
1596010674.791029,in,1,b,pressed
1596010674.823867,in,1,a,released
1596010674.967120,in,1,b,released
1596010783.741156,in,1,a,pressed
1596010783.856596,in,1,b,pressed
1596010783.923780,in,1,a,released
1596010784.070348,in,1,b,released
1596010846.069079,in,1,a,pressed
1596010846.265118,in,1,a,released
1596010847.635558,in,1,a,pressed
1596010847.840575,in,1,a,released
1596010847.873149,in,1,b,pressed
1596010848.023000,in,1,b,released
1596010852.972778,in,1,a,pressed
1596010853.131172,in,1,b,pressed
1596010853.187612,in,1,a,released
1596010853.349910,in,1,b,released
1596010952.291426,in,1,a,pressed
1596010952.640022,in,1,b,pressed
1596010952.660658,in,1,a,released
1596010952.821723,in,1,b,released
1596010954.392867,in,1,a,pressed
1596010954.535969,in,1,b,pressed
1596010954.659813,in,1,a,released
1596010954.870571,in,1,b,released
1596010958.552758,in,1,a,pressed
1596010958.772708,in,1,b,pressed
1596010958.888170,in,1,a,released
1596010959.110534,in,1,b,released
1596010959.633888,in,1,a,pressed
1596010959.886994,in,1,a,released
1596010959.927608,in,1,b,pressed
1596010960.149947,in,1,b,released
1596010960.523513,in,1,a,pressed
1596010960.541496,in,1,a,released
1596010960.617631,in,1,a,pressed
1596010960.778561,in,1,a,released
1596010960.873047,in,1,a,pressed
1596010960.991473,in,1,b,pressed
1596010961.075522,in,1,a,released
1596010961.258988,in,1,b,released
1596010962.013965,in,1,a,pressed
1596010962.396386,in,1,b,pressed
1596010962.411823,in,1,a,released
1596010962.663395,in,1,b,released
1596010963.382325,in,1,a,pressed
1596010963.647981,in,1,b,pressed
1596010963.716193,in,1,a,released
1596010963.957036,in,1,b,released
1596010964.849498,in,1,a,pressed
1596010965.094885,in,1,a,released
1596010965.174563,in,1,b,pressed
1596010965.394362,in,1,b,released
1596010966.110954,in,1,a,pressed
1596010966.598969,in,1,a,released
1596010967.111638,in,1,b,pressed
1596010967.301466,in,1,b,released
1596010969.962381,in,1,a,pressed
1596010970.608348,in,1,b,pressed
1596010971.083634,in,1,a,released
1596010971.609046,in,1,b,released
1596010972.290513,in,1,a,pressed
1596010972.705302,in,1,b,pressed
1596010972.930497,in,1,a,released
1596010973.742993,in,1,b,released
1596010974.142128,in,1,a,pressed
1596010974.462025,in,1,a,released
1596010974.676439,in,1,b,pressed
1596010974.876940,in,1,b,released
1596010975.997106,in,1,a,pressed
1596010976.620441,in,1,b,pressed
1596010976.837584,in,1,a,released
1596010977.164976,in,1,b,released
1596010978.219046,in,1,a,pressed
1596010978.471771,in,1,b,pressed
1596010978.549533,in,1,a,released
1596010978.901111,in,1,b,released
1596010979.582623,in,1,a,pressed
1596010979.924417,in,1,b,pressed
1596010980.025209,in,1,a,released
1596010980.197394,in,1,b,released
1596010981.319750,in,1,a,pressed
1596010981.541923,in,1,b,pressed
1596010981.607486,in,1,a,released
1596010981.855685,in,1,b,released
1596010983.498191,in,1,a,pressed
1596010983.823283,in,1,a,released
1596010983.904015,in,1,b,pressed
1596010984.174698,in,1,b,released
1596010984.786433,in,1,a,pressed
1596010985.056036,in,1,b,pressed
1596010985.161063,in,1,a,released
1596010985.334554,in,1,b,released
1596010986.455495,in,1,a,pressed
1596010986.836654,in,1,b,pressed
1596010986.867001,in,1,a,released
1596010987.102840,in,1,b,released
1596010987.828192,in,1,a,pressed
1596010988.030167,in,1,b,pressed
1596010988.379327,in,1,a,released
1596010988.608271,in,1,b,released
1596010989.606235,in,1,a,pressed
1596010989.808297,in,1,b,pressed
1596010989.849389,in,1,a,released
1596010990.159969,in,1,b,released
1596010991.931173,in,1,a,pressed
1596010992.139713,in,1,b,pressed
1596010992.271192,in,1,a,released
1596010992.433389,in,1,b,released
1596010993.266331,in,1,a,pressed
1596010993.616247,in,1,a,released
1596010993.641433,in,1,b,pressed
1596010993.792379,in,1,b,released
1596010994.526446,in,1,a,pressed
1596010994.726397,in,1,b,pressed
1596010994.815698,in,1,a,released
1596010994.991504,in,1,b,released
1596010995.654057,in,1,a,pressed
1596010995.987706,in,1,b,pressed
1596010996.005640,in,1,a,released
1596010996.302422,in,1,b,released
1596010997.179512,in,1,a,pressed
1596010997.523939,in,1,a,released
1596010997.979144,in,1,b,pressed
1596010998.101350,in,1,b,released
1596010998.505297,in,1,b,pressed
1596010998.556376,in,1,a,pressed
1596010998.643973,in,1,b,released
1596010999.028093,in,1,b,pressed
1596010999.090481,in,1,a,released
1596010999.303685,in,1,b,released
1596010999.859312,in,1,a,pressed
