1600881869.865415,1600713681.475107,in,2,"2020-09-24 00:09:29",1,1,ABab,0.000000,0.952293
1600881873.013125,1600713684.595802,in,1,"2020-09-24 00:09:33",-1,-1,BAba,0.000000,0.986138
1600881889.377492,1600881886.824169,in,1,"2020-09-24 00:09:49",1,1,ABab,168201.242229,0.925794
1600881896.919889,1600881894.359579,in,1,"2020-09-24 00:09:56",-1,-1,BAba,6.609615,0.927148
1600881911.200782,1600881908.566948,in,2,"2020-09-24 00:09:11",1,1,ABab,168226.139549,1.001220
1600881916.876593,1600881914.390418,in,2,"2020-09-24 00:09:16",-1,-1,BAba,4.822249,0.871745
1600881930.334375,1600881927.914129,in,4,"2020-09-24 00:09:30",0,1,Bb,0.000000,0.805749
1600881930.573249,1600881928.070366,in,3,"2020-09-24 00:09:30",0,1,Bb,0.000000,0.882626
1600881935.887748,1600881933.436393,in,3,"2020-09-24 00:09:35",0,1,Bb,4.483401,0.856124
1600881936.264247,1600881933.826525,in,4,"2020-09-24 00:09:36",0,1,Bb,5.106647,0.836601
1600881942.411295,1600881939.914086,in,4,"2020-09-24 00:09:42",0,1,Bb,5.250960,0.887867
1600881942.672033,1600881940.237560,in,3,"2020-09-24 00:09:42",0,1,Bb,5.945043,0.824320
1600881949.493407,1600881947.117568,in,3,"2020-09-24 00:09:49",0,1,Bb,6.055688,0.767148
1600881949.769719,1600881947.322226,in,4,"2020-09-24 00:09:49",0,1,Bb,6.520273,0.837936
1600881956.033098,1600881953.641532,in,4,"2020-09-24 00:09:56",0,1,Bb,5.481370,0.778295
1600881956.322476,1600881953.853983,in,3,"2020-09-24 00:09:56",0,1,Bb,5.969266,0.854964
1600881962.811068,1600881960.207295,in,3,"2020-09-24 00:09:02",0,1,Aa,5.498349,0.990345
1600881963.109637,1600881960.580556,in,4,"2020-09-24 00:09:03",0,1,Aa,6.160728,0.933780
1600881967.684856,1600881965.305777,in,4,"2020-09-24 00:09:07",0,1,Aa,3.791441,0.766785
1600881967.834911,1600881965.483411,in,3,"2020-09-24 00:09:07",0,1,Aa,4.285771,0.739220
1600882114.213993,1600881939.364491,in,4,"2020-09-24 00:09:34",0,1,Bb,0.000000,0.890995
1600882114.379271,1600881939.688579,in,3,"2020-09-24 00:09:34",0,1,Aa,0.000000,0.720356
1600882118.750795,1600881944.079758,in,3,"2020-09-24 00:09:38",0,1,Aa,3.670823,0.715321
1600882119.283675,1600881944.252053,in,4,"2020-09-24 00:09:39",0,1,Bb,3.996567,1.061711
1600882126.940904,1600882124.538168,in,4,"2020-09-24 00:09:46",0,1,Bb,179.224404,0.782902
1600882127.066909,1600882124.773971,in,3,"2020-09-24 00:09:47",0,1,Aa,179.978892,0.679834
1600882321.180862,1600882318.686645,in,1,"2020-09-24 00:09:01",-1,-1,BAba,0.000000,0.893087
1600882325.597979,1600882322.969721,in,1,"2020-09-24 00:09:05",-1,-1,BAba,3.389989,1.032433
1600882637.239758,1600882636.456455,in,3,"2020-09-24 00:09:17",0,1,Aa,511.002650,0.798158
1600882640.072903,1600882639.507596,in,4,"2020-09-24 00:09:20",0,1,Bb,514.186527,0.581006
1600882640.133868,1600882639.467383,in,3,"2020-09-24 00:09:20",0,1,Aa,2.212770,0.681891
1600882649.842968,1600882649.233158,in,3,"2020-09-24 00:09:29",0,1,Aa,9.083884,0.623560
1600882650.252629,1600882649.348572,in,4,"2020-09-24 00:09:30",0,1,Bb,9.259971,0.901732
1600882651.348385,1600882650.527935,in,3,"2020-09-24 00:09:31",0,1,Aa,0.671216,0.818346
1600882651.637908,1600882650.727739,in,4,"2020-09-24 00:09:31",0,1,Bb,0.477435,0.923719
1600883086.484677,1600883085.989375,in,3,"2020-09-24 00:09:46",0,1,A,434.643094,0.505181
1600883087.128902,1600883085.625271,in,4,"2020-09-24 00:09:47",-1,-1,BAba,433.973812,1.502843
1600883087.488050,1600883086.539766,in,3,"2020-09-24 00:09:47",0,1,Bb,0.045210,0.947607
1600883183.480220,1600883182.524859,in,1,"2020-09-24 00:09:23",-1,-1,BAba,858.522705,0.976857
1600883260.744399,1600883259.714960,in,1,"2020-09-24 00:09:40",-1,-1,BAba,76.213243,1.027209
1600883272.933837,1600883272.103743,in,4,"2020-09-24 00:09:52",0,1,Bb,184.975629,0.828560
1600883273.120505,1600883272.357495,in,3,"2020-09-24 00:09:53",0,1,Aa,184.870122,0.761825
1600883296.452991,1600883295.951737,in,4,"2020-09-24 00:09:16",0,1,B,23.019434,0.504885
1600883297.210066,1600883296.280040,in,3,"2020-09-24 00:09:17",0,1,Aa,23.160720,0.927825
1600883658.768221,1600883657.983065,in,4,"2020-09-24 00:09:18",0,1,Bb,361.411470,0.795226
1600883658.884251,1600883658.214780,in,3,"2020-09-24 00:09:18",0,1,Aa,361.006915,0.680333
1600883754.231936,1600883753.759754,in,3,"2020-09-24 00:09:54",0,1,A,94.864641,0.502857
1600883757.547684,1600883756.733554,in,3,"2020-09-24 00:09:57",0,1,Aa,1.652228,0.822062
1600883764.361352,1600883763.884562,in,3,"2020-09-24 00:09:04",0,1,A,6.328946,0.502907
1600883774.562538,1600883773.512707,in,3,"2020-09-24 00:09:14",0,1,AaA,8.996872,1.070411
1600883776.436436,1600883775.463997,in,3,"2020-09-24 00:09:16",0,1,Aa,0.880878,0.986994
1600883816.701972,1600883815.938456,in,3,"2020-09-24 00:09:56",0,1,Aa,39.487465,0.790688
1600883816.990244,1600883816.152951,in,4,"2020-09-24 00:09:56",0,1,Bb,157.374660,0.860022
1600883821.143780,1600883820.392428,in,4,"2020-09-24 00:09:01",0,1,Bb,3.379455,0.761464
1600883821.263978,1600883820.544356,in,3,"2020-09-24 00:09:01",0,1,Aa,3.815212,0.729818
1600883824.995584,1600883824.223654,in,3,"2020-09-24 00:09:04",0,1,Aa,2.949480,0.804988
1600883825.246583,1600883824.438127,in,4,"2020-09-24 00:09:05",0,1,Bb,3.284235,0.835576
1600883828.952682,1600883828.458145,in,4,"2020-09-24 00:09:08",0,1,B,3.184442,0.504960
1600883832.004337,1600883831.510851,in,4,"2020-09-24 00:09:12",0,1,B,0.658005,0.509966
1600883835.252948,1600883834.758775,in,3,"2020-09-24 00:09:15",0,1,A,9.730133,0.504813
1600883836.364575,1600883835.768152,in,3,"2020-09-24 00:09:16",0,1,Aa,0.357981,0.613081
1600883840.670504,1600883839.915818,in,4,"2020-09-24 00:09:20",0,1,Bb,3.297269,0.765512
1600883840.822752,1600883840.059182,in,3,"2020-09-24 00:09:20",0,1,Aa,3.677950,0.774407
1600883843.665980,1600883842.815710,in,3,"2020-09-24 00:09:23",0,1,Aa,1.982120,0.860477
1600883843.960897,1600883843.072888,in,4,"2020-09-24 00:09:23",0,1,Bb,2.391557,0.893524
1600883847.538407,1600883846.656862,in,4,"2020-09-24 00:09:27",0,1,Bb,2.690450,0.892414
1600883847.773953,1600883846.927725,in,3,"2020-09-24 00:09:27",0,1,Aa,3.251538,0.863426
1600883850.534839,1600883849.687157,in,3,"2020-09-24 00:09:30",0,1,Bb,1.896007,0.875533
1600883850.785976,1600883849.989507,in,4,"2020-09-24 00:09:30",0,1,Aa,2.440232,0.830341
1600883853.430416,1600883852.953537,in,3,"2020-09-24 00:09:33",0,1,B,2.390846,0.500820
1600883853.585709,1600883852.741779,in,4,"2020-09-24 00:09:33",0,1,Aa,1.921931,0.860371
1600883860.332836,1600883859.375676,in,3,"2020-09-24 00:09:40",0,1,Bb,5.921319,0.985386
1600883860.671588,1600883859.738758,in,4,"2020-09-24 00:09:40",0,1,Aa,6.136608,0.961155
1600883863.410729,1600883862.597460,in,4,"2020-09-24 00:09:43",0,1,Aa,1.897547,0.838287
1600883863.803731,1600883862.825718,in,3,"2020-09-24 00:09:43",0,1,Bb,2.464656,1.006417
1600883867.163248,1600883866.168764,in,2,"2020-09-24 00:09:47",-1,-1,BAba,0.000000,1.029189
1600883870.857051,1600883869.831487,in,2,"2020-09-24 00:09:50",1,1,ABab,2.633534,1.054388
1600883876.729630,1600883875.771707,in,1,"2020-09-24 00:09:56",-1,-1,BAba,615.029538,0.976011
1600883879.504329,1600883878.500562,in,1,"2020-09-24 00:09:59",1,1,ABab,1.752845,1.016177
1600883891.961565,1600883890.876789,in,2,"2020-09-24 00:09:11",-1,-1,BbAa,19.990913,1.103372
1600883902.078833,1600883900.787861,in,2,"2020-09-24 00:09:22",1,1,ABab,8.807700,1.303259
1600884177.982749,1600884177.524312,in,3,"2020-09-24 01:09:57",0,1,B,313.692177,0.503657
1600884178.719427,1600884177.947453,in,4,"2020-09-24 01:09:58",0,1,Aa,314.511707,0.810256
1600884181.519830,1600884181.045002,in,4,"2020-09-24 01:09:01",0,1,A,2.287293,0.510115
1600884181.915479,1600884181.439990,in,3,"2020-09-24 01:09:01",0,1,B,3.412021,0.504159
1600884212.419254,1600884211.508128,in,3,"2020-09-24 01:09:32",0,1,Aa,29.463793,0.934682
1600884212.754463,1600884211.795030,in,4,"2020-09-24 01:09:32",0,1,Bb,30.239913,0.988602
1600884215.522280,1600884215.037494,in,4,"2020-09-24 01:09:35",0,1,B,2.253863,0.508302
1600884216.369339,1600884215.296028,in,3,"2020-09-24 01:09:36",0,1,AaA,2.853218,1.096838
1600884236.977726,1600884236.163047,in,1,"2020-09-24 01:09:56",0,1,Bb,356.646307,0.838816
1600884245.154844,1600884244.223408,in,1,"2020-09-24 01:09:05",-1,-1,BAba,7.221545,0.960734
1600884254.552890,1600884253.932551,in,1,"2020-09-24 01:09:14",0,1,Aa,8.748409,0.650743
1600884255.723784,1600884254.858554,in,1,"2020-09-24 01:09:15",0,1,Bb,0.275260,0.896468
1600884263.050796,1600884262.444587,in,1,"2020-09-24 01:09:23",0,1,Bb,6.689565,0.636808
1600884274.235518,1600884273.765829,in,1,"2020-09-24 01:09:34",0,1,B,10.684433,0.501630
1600884276.978883,1600884275.883207,in,1,"2020-09-24 01:09:36",1,1,ABab,1.160944,1.121338
1600884302.008860,1600884301.530547,in,1,"2020-09-24 01:09:02",0,1,B,24.526002,0.503896
1600884326.680791,1600884325.868013,in,1,"2020-09-24 01:09:26",-1,-1,BAba,21.244832,0.838252
1600884337.974716,1600884337.129113,in,1,"2020-09-24 01:09:37",1,1,ABab,10.422848,0.866256
1600884358.964695,1600884358.494810,in,1,"2020-09-24 01:09:58",0,1,B,20.499440,0.504980
1600884360.435743,1600884359.757845,in,1,"2020-09-24 01:09:00",0,1,AaB,0.758055,0.717664
1600884381.963519,1600884381.356762,in,3,"2020-09-24 01:09:21",0,1,Aa,164.889755,0.640508
1600884382.338844,1600884381.455023,in,4,"2020-09-24 01:09:22",0,1,Bb,165.264154,0.911170
1600884409.801095,1600884409.051966,in,4,"2020-09-24 01:09:49",0,1,Bb,26.685773,0.800422
1600884409.921512,1600884409.275914,in,3,"2020-09-24 01:09:49",0,1,Aa,27.278644,0.690995
1600884427.832789,1600884426.711665,in,2,"2020-09-24 01:09:07",-1,-1,BAba,524.620545,1.166865
1600884432.526748,1600884431.406776,in,2,"2020-09-24 01:09:12",1,1,ABab,3.528247,1.154011
1600884440.896523,1600884440.425991,in,4,"2020-09-24 01:09:20",0,1,B,30.573603,0.506589
1600884440.965261,1600884440.318055,in,3,"2020-09-24 01:09:20",0,1,Aa,30.351147,0.682591
1600884443.659155,1600884443.183437,in,4,"2020-09-24 01:09:23",0,1,B,1.934322,0.505178
1600884444.747749,1600884444.275781,in,4,"2020-09-24 01:09:24",0,1,B,0.464570,0.507341
1600884446.637094,1600884445.729151,in,3,"2020-09-24 01:09:26",0,1,Aa,4.728505,0.937494
1600884451.243769,1600884450.512430,in,2,"2020-09-24 01:09:31",0,1,BA,17.951643,0.761013
1600884487.569248,1600884487.103089,in,3,"2020-09-24 01:09:07",0,1,B,40.436444,0.502656
1600884489.079031,1600884487.680063,in,4,"2020-09-24 01:09:09",0,1,AaA,41.797905,1.429724
1600884494.710384,1600884492.665850,in,3,"2020-09-24 01:09:14",0,1,BbBbBbBb,3.779933,2.080458
1600884495.280148,1600884494.804910,in,4,"2020-09-24 01:09:15",0,1,A,0.174473,0.505218
1600884496.202806,1600884495.729932,in,3,"2020-09-24 01:09:16",0,1,B,0.983623,0.503721
