1600713681.475107,in,2,a,released,0.000000
1600713681.631468,in,2,b,released,0.156361
1600713681.676991,in,2,a,released,0.045523
1600713681.926295,in,2,b,released,0.249304
1600713684.595802,in,1,b,released,0.000000
1600713684.736125,in,1,a,released,0.140322
1600713684.899208,in,1,b,released,0.163083
1600713685.080483,in,1,a,released,0.181275
1600881886.824169,in,1,a,released,168201.242229
1600881886.955040,in,1,b,released,0.130870
1600881886.991379,in,1,a,released,0.036339
1600881887.245242,in,1,b,released,0.253863
1600881894.359579,in,1,b,released,6.609615
1600881894.497162,in,1,a,released,0.137583
1600881894.574831,in,1,b,released,0.077670
1600881894.779620,in,1,a,released,0.204788
1600881908.566948,in,2,a,released,168226.139549
1600881908.739291,in,2,b,released,0.172343
1600881908.778431,in,2,a,released,0.039140
1600881909.060301,in,2,b,released,0.281871
1600881914.390418,in,2,b,released,4.822249
1600881914.455824,in,2,a,released,0.065407
1600881914.623753,in,2,b,released,0.167928
1600881914.760232,in,2,a,released,0.136480
1600881927.914129,in,4,b,released,0.000000
1600881928.070366,in,3,b,released,0.000000
1600881928.214659,in,4,b,released,0.300530
1600881928.446775,in,3,b,released,0.376409
1600881933.436393,in,3,b,released,4.483401
1600881933.790962,in,3,b,released,0.354570
1600881933.826525,in,4,b,released,5.106647
1600881934.123720,in,4,b,released,0.297195
1600881939.914086,in,4,b,released,5.250960
1600881940.237560,in,3,b,released,5.945043
1600881940.295412,in,4,b,released,0.381326
1600881940.558511,in,3,b,released,0.320951
1600881947.117568,in,3,b,released,6.055688
1600881947.322226,in,4,b,released,6.520273
1600881947.380122,in,3,b,released,0.262554
1600881947.609442,in,4,b,released,0.287215
1600881953.641532,in,4,b,released,5.481370
1600881953.853983,in,3,b,released,5.969266
1600881953.915623,in,4,b,released,0.274091
1600881954.203876,in,3,b,released,0.349894
1600881960.207295,in,3,a,released,5.498349
1600881960.580556,in,4,a,released,6.160728
1600881960.690037,in,3,a,released,0.482742
1600881960.921879,in,4,a,released,0.341323
1600881965.305777,in,4,a,released,3.791441
1600881965.483411,in,3,a,released,4.285771
1600881965.566588,in,4,a,released,0.260812
1600881965.719902,in,3,a,released,0.236492
1600881939.364491,in,4,b,released,0.000000
1600881939.688579,in,3,a,released,0.000000
1600881939.753519,in,4,b,released,0.389028
1600881939.897518,in,3,a,released,0.208939
1600881944.079758,in,3,a,released,3.670823
1600881944.252053,in,4,b,released,3.996567
1600881944.293601,in,3,a,released,0.213842
1600881944.757799,in,4,b,released,0.505746
1600882124.538168,in,4,b,released,179.224404
1600882124.773971,in,3,a,released,179.978892
