1595834240.010432,in,1,a,pressed
1595834240.223403,in,1,a,released
1595834247.327191,in,1,b,pressed
1595834247.471699,in,1,b,released
1595834247.486125,in,1,a,pressed
1595834247.632659,in,1,a,released
1595834252.091237,in,2,a,pressed
1595834252.267766,in,2,b,pressed
1595834252.307461,in,2,a,released
1595834252.516675,in,2,b,released
1595834255.140518,in,2,b,pressed
1595834255.302600,in,2,b,released
1595834255.318282,in,2,a,pressed
1595834255.474247,in,2,a,released
1595834261.700150,in,1,a,pressed
1595834262.042867,in,1,a,released
1595834274.263327,in,3,a,pressed
1595834274.429051,in,3,a,released
1595834274.468180,in,3,b,pressed
1595834274.621578,in,3,b,released
1595834277.191905,in,3,b,pressed
1595834277.344971,in,3,b,released
1595834277.360689,in,3,a,pressed
1595834277.578662,in,3,a,released
1595834280.968679,in,3,a,pressed
1595834281.087325,in,3,b,pressed
1595834281.101173,in,3,a,released
1595834281.236890,in,3,b,released
1595834292.262069,in,3,b,pressed
1595834292.491200,in,3,b,released
1595834303.622184,in,2,a,pressed
1595834303.684837,in,2,b,pressed
1595834303.755342,in,2,a,released
1595834303.981541,in,2,b,released
1595834304.748637,in,2,a,pressed
1595834304.858510,in,2,b,pressed
1595834304.916023,in,2,a,released
1595834305.109884,in,2,b,released
1595834305.786114,in,2,a,pressed
1595834306.004944,in,2,b,pressed
1595834306.051694,in,2,a,released
1595834306.141328,in,2,b,released
1595834306.464535,in,2,a,pressed
1595834306.555623,in,2,b,pressed
1595834306.588279,in,2,a,released
1595834306.601555,in,2,b,released
1595834306.621780,in,2,b,pressed
1595834306.916829,in,2,b,released
1595834307.636212,in,2,a,pressed
1595834307.767217,in,2,b,pressed
1595834307.781162,in,2,a,released
1595834307.945256,in,2,b,released
1595834308.851378,in,2,a,pressed
1595834308.961162,in,2,b,pressed
1595834309.028745,in,2,a,released
1595834309.209977,in,2,b,released
1595834310.215049,in,2,a,pressed
1595834310.314033,in,3,a,pressed
1595834310.419357,in,2,a,released
1595834310.434250,in,2,b,pressed
1595834310.649272,in,3,b,pressed
1595834310.775856,in,2,b,released
1595834310.832430,in,3,a,released
1595834310.962720,in,3,b,released
1595834316.912170,in,2,a,pressed
1595834316.928370,in,2,b,pressed
1595834316.978557,in,2,a,released
1595834317.352374,in,2,b,released
1595834318.128157,in,2,a,pressed
1595834318.263413,in,2,a,released
1595834318.277068,in,2,b,pressed
1595834318.418003,in,2,b,released
1595834322.725980,in,2,a,pressed
1595834322.805836,in,2,b,pressed
1595834322.898384,in,2,a,released
1595834322.913952,in,1,a,pressed
1595834323.134212,in,1,b,pressed
1595834323.269421,in,2,b,released
1595834323.344448,in,1,a,released
1595834323.524352,in,1,b,released
1595834324.871465,in,2,a,pressed
1595834324.955006,in,2,b,pressed
1595834325.000040,in,2,a,released
1595834325.223827,in,2,b,released
1595834327.230145,in,2,a,pressed
1595834327.405944,in,2,b,pressed
1595834327.437535,in,2,a,released
1595834327.658218,in,2,b,released
1595834328.330023,in,2,a,pressed
1595834328.438141,in,3,b,pressed
1595834328.456800,in,2,a,released
1595834328.488472,in,2,b,pressed
1595834328.612704,in,3,a,pressed
1595834328.631395,in,3,b,released
1595834328.646402,in,2,b,released
1595834328.725561,in,3,a,released
1595834329.339760,in,2,a,pressed
1595834329.560337,in,2,b,pressed
1595834329.610159,in,2,a,released
1595834329.873140,in,2,b,released
1595834330.233149,in,2,b,pressed
1595834330.383234,in,2,b,released
1595834330.875268,in,2,a,pressed
1595834331.047368,in,2,b,pressed
1595834331.145265,in,2,a,released
1595834331.445005,in,2,b,released
1595834332.016043,in,2,a,pressed
1595834332.031325,in,1,a,pressed
1595834332.143862,in,1,b,pressed
1595834332.243069,in,2,a,released
1595834332.262135,in,2,b,pressed
1595834332.330788,in,1,a,released
1595834332.447772,in,1,b,released
1595834332.612250,in,2,b,released
1595834334.325001,in,1,a,pressed
1595834334.539454,in,1,b,pressed
1595834334.556934,in,1,a,released
1595834334.860988,in,1,b,released
1595834336.869646,in,2,b,pressed
1595834337.066411,in,2,b,released
1595834337.398186,in,2,a,pressed
