1600714083.634521,1600714082.070978,out1,1,"2020-09-22 01:09:03",0,-1,Aa,483.839342,0.656835
1600714087.935333,1600714086.383397,out1,1,"2020-09-22 01:09:07",0,-1,Aa,3.655584,0.640176
1600714088.740370,1600714087.189717,out1,1,"2020-09-22 01:09:08",0,-1,Bb,0.166144,0.650421
1600714091.953892,1600714089.903218,out1,1,"2020-09-22 01:09:11",1,1,AaBb,2.063080,1.138843
1600714095.142560,1600714093.044162,out1,1,"2020-09-22 01:09:15",1,1,AaBb,2.002100,1.186458
1600714097.246333,1600714095.699397,out1,1,"2020-09-22 01:09:17",0,-1,Aa,1.468777,0.642685
1600714100.391066,1600714098.413081,out1,1,"2020-09-22 01:09:20",1,1,AaBb,2.070999,1.072959
1600714103.246777,1600714101.168689,out1,1,"2020-09-22 01:09:23",1,1,AaBb,1.682649,1.172145
1600714106.372959,1600714104.310750,out1,1,"2020-09-22 01:09:26",1,1,AaBb,1.969916,1.152129
1600714121.765238,1600714121.450000,sys,1,"2020-09-22 01:09:41",-1,-1,,0.000000,0.000000
1600714121.966065,1600714121.660000,sys,1,"2020-09-22 01:09:41",-1,-1,,0.000000,0.000000
1600714123.152263,1600714122.837000,sys,1,"2020-09-22 01:09:43",-1,-1,,0.000000,0.000000
1600714127.413972,1600714125.358539,out1,1,"2020-09-22 01:09:47",1,1,AaBb,19.895659,1.151093
1600714130.411568,1600714128.350127,out1,2,"2020-09-22 01:09:50",1,1,AaBb,1078.410338,1.149860
1600714133.716858,1600714131.601823,out1,1,"2020-09-22 01:09:53",-1,-1,BbAa,5.092191,1.203815
1600714135.765341,1600714133.540665,out1,2,"2020-09-22 01:09:55",-1,-1,BbAa,4.040678,1.336943
1600714138.271904,1600714136.571297,out1,2,"2020-09-22 01:09:58",-1,-1,BbAa,1.693690,0.813167
1600714161.340081,1600714159.787272,out1,1,"2020-09-22 01:09:21",0,-1,Bb,26.981634,0.660686
1600714166.413486,1600714164.890648,out1,1,"2020-09-22 01:09:26",0,-1,Bb,4.442690,0.636222
1600714168.495040,1600714166.970979,out1,1,"2020-09-22 01:09:28",0,-1,Bb,1.444108,0.632387
1600714169.595704,1600714168.095970,out1,1,"2020-09-22 01:09:29",0,-1,Bb,0.492604,0.597646
1600714171.098547,1600714169.566519,out1,1,"2020-09-22 01:09:31",0,-1,Bb,0.872902,0.635457
1600714172.541784,1600714170.310974,out1,1,"2020-09-22 01:09:32",0,-1,BbBbBb,0.108998,1.327878
1600714174.819474,1600714171.820657,out1,1,"2020-09-22 01:09:34",0,-1,BbBbBbBbBb,0.181805,2.095153
1600714176.816320,1600714174.156394,out1,1,"2020-09-22 01:09:36",0,-1,BbBbBbBbBb,0.240585,1.752760
1600714182.011649,1600714179.651942,out1,1,"2020-09-22 01:09:42",0,-1,BbBbBb,3.742788,1.423724
1600714190.449162,1600714184.491276,out1,1,"2020-09-22 01:09:50",0,-1,BbBbBbBbBbBbBbBbBbBbBbBbBb,3.415610,5.050597
1600714194.345510,1600714192.297953,out1,1,"2020-09-22 01:09:54",0,-1,BbBbBb,2.756080,1.151417
1600714199.972208,1600714193.995993,out1,1,"2020-09-22 01:09:59",0,-1,BbBbBbBbBbBbBbBbBbBbBbBbBb,0.546623,5.074049
1600714200.928467,1600714199.166332,out1,1,"2020-09-22 01:09:00",0,-1,BbBb,0.096290,0.852811
1600714202.761159,1600714201.152339,out1,1,"2020-09-22 01:09:02",0,-1,Bb,1.133196,0.705791
1600714204.198267,1600714202.504441,out1,1,"2020-09-22 01:09:04",0,-1,Bb,0.646312,0.792256
1600714205.375957,1600714203.746164,out1,1,"2020-09-22 01:09:05",0,-1,Bb,0.449466,0.720652
1600714206.189816,1600714204.589643,out1,1,"2020-09-22 01:09:06",0,-1,Bb,0.122828,0.702101
1600714208.737743,1600714205.981127,out1,1,"2020-09-22 01:09:08",0,-1,BbBbBb,0.455152,1.838793
1600714213.063643,1600714210.830595,out1,1,"2020-09-22 01:09:13",0,-1,AaAaAa,3.010675,1.338732
1600714217.875454,1600714216.363634,out1,1,"2020-09-22 01:09:17",0,-1,Bb,4.194307,0.617712
1600714221.773212,1600714219.664442,out1,1,"2020-09-22 01:09:21",1,1,AaBb,2.683096,1.191086
1600714230.913611,1600714229.396478,out1,1,"2020-09-22 01:09:30",0,-1,Aa,8.540950,0.622349
