1600714082.070978,out1,1,a,released,483.839342
1600714082.226147,out1,1,a,released,0.155169
1600714086.383397,out1,1,a,released,3.655584
1600714086.500963,out1,1,a,released,0.117566
1600714087.189717,out1,1,b,released,0.166144
1600714087.328214,out1,1,b,released,0.138496
1600714089.903218,out1,1,a,released,2.063080
1600714090.027457,out1,1,a,released,0.124239
1600714090.421589,out1,1,b,released,0.394132
1600714090.541614,out1,1,b,released,0.120025
1600714093.044162,out1,1,a,released,2.002100
1600714093.207842,out1,1,a,released,0.163681
1600714093.600873,out1,1,b,released,0.393030
1600714093.713272,out1,1,b,released,0.112400
1600714095.699397,out1,1,a,released,1.468777
1600714095.824605,out1,1,a,released,0.125208
1600714098.413081,out1,1,a,released,2.070999
1600714098.543456,out1,1,a,released,0.130376
1600714098.867244,out1,1,b,released,0.323788
1600714098.980772,out1,1,b,released,0.113528
1600714101.168689,out1,1,a,released,1.682649
1600714101.325786,out1,1,a,released,0.157097
1600714101.721761,out1,1,b,released,0.395975
1600714101.831839,out1,1,b,released,0.110079
1600714104.310750,out1,1,a,released,1.969916
1600714104.463415,out1,1,a,released,0.152665
1600714104.794498,out1,1,b,released,0.331083
1600714104.961923,out1,1,b,released,0.167425
1600714125.358539,out1,1,a,released,19.895659
1600714125.487349,out1,1,a,released,0.128809
1600714125.830658,out1,1,b,released,0.343309
1600714125.995278,out1,1,b,released,0.164620
1600714128.350127,out1,2,a,released,1078.410338
1600714128.498958,out1,2,a,released,0.148831
1600714128.844007,out1,2,b,released,0.345049
1600714128.992449,out1,2,b,released,0.148442
1600714131.601823,out1,1,b,released,5.092191
1600714131.848093,out1,1,b,released,0.246270
1600714132.066884,out1,1,a,released,0.218791
1600714132.301004,out1,1,a,released,0.234120
1600714133.540665,out1,2,b,released,4.040678
1600714133.655288,out1,2,b,released,0.114623
1600714134.128261,out1,2,a,released,0.472973
1600714134.373408,out1,2,a,released,0.245147
1600714136.571297,out1,2,b,released,1.693690
1600714136.671857,out1,2,b,released,0.100560
1600714136.791611,out1,2,a,released,0.119754
1600714136.880773,out1,2,a,released,0.089161
1600714159.787272,out1,1,b,released,26.981634
1600714159.935879,out1,1,b,released,0.148607
1600714164.890648,out1,1,b,released,4.442690
1600714165.022887,out1,1,b,released,0.132239
1600714166.970979,out1,1,b,released,1.444108
1600714167.091640,out1,1,b,released,0.120661
1600714168.095970,out1,1,b,released,0.492604
1600714168.191471,out1,1,b,released,0.095500
1600714169.566519,out1,1,b,released,0.872902
1600714169.681277,out1,1,b,released,0.114758
1600714170.310974,out1,1,b,released,0.108998
1600714170.429751,out1,1,b,released,0.118777
1600714170.566948,out1,1,b,released,0.137197
1600714170.687996,out1,1,b,released,0.121048
1600714170.998393,out1,1,b,released,0.310397
1600714171.116934,out1,1,b,released,0.118541
1600714171.820657,out1,1,b,released,0.181805
1600714171.918960,out1,1,b,released,0.098304
1600714172.038737,out1,1,b,released,0.119777
1600714172.148518,out1,1,b,released,0.109781
1600714172.466119,out1,1,b,released,0.317601
1600714172.563769,out1,1,b,released,0.097651
1600714172.864045,out1,1,b,released,0.300276
1600714172.982267,out1,1,b,released,0.118222
1600714173.293187,out1,1,b,released,0.310920
1600714173.408971,out1,1,b,released,0.115784
1600714174.156394,out1,1,b,released,0.240585
1600714174.249468,out1,1,b,released,0.093074
1600714174.384149,out1,1,b,released,0.134681
1600714174.491309,out1,1,b,released,0.107161
1600714174.618738,out1,1,b,released,0.127429
1600714174.728349,out1,1,b,released,0.109611
1600714174.845433,out1,1,b,released,0.117084
1600714174.954981,out1,1,b,released,0.109548
1600714175.246132,out1,1,b,released,0.291151
1600714175.397535,out1,1,b,released,0.151403
1600714179.651942,out1,1,b,released,3.742788
1600714179.770078,out1,1,b,released,0.118136
1600714180.064435,out1,1,b,released,0.294357
1600714180.176422,out1,1,b,released,0.111987
1600714180.460617,out1,1,b,released,0.284195
1600714180.575304,out1,1,b,released,0.114687
1600714184.491276,out1,1,b,released,3.415610
1600714184.603509,out1,1,b,released,0.112233
1600714184.768450,out1,1,b,released,0.164941
1600714184.884606,out1,1,b,released,0.116155
1600714185.218322,out1,1,b,released,0.333716
1600714185.333248,out1,1,b,released,0.114926
1600714185.637568,out1,1,b,released,0.304320
1600714185.752329,out1,1,b,released,0.114760
1600714186.005881,out1,1,b,released,0.253553
1600714186.111026,out1,1,b,released,0.105145
1600714186.209013,out1,1,b,released,0.097986
1600714186.469654,out1,1,b,released,0.260641
1600714186.589055,out1,1,b,released,0.119401
1600714186.842420,out1,1,b,released,0.253366
1600714187.157203,out1,1,b,released,0.314783
1600714187.272032,out1,1,b,released,0.114829
1600714187.536940,out1,1,b,released,0.264907
1600714187.655245,out1,1,b,released,0.118306
1600714187.767487,out1,1,b,released,0.112242
1600714187.868146,out1,1,b,released,0.100659
1600714188.140283,out1,1,b,released,0.272137
1600714188.255182,out1,1,b,released,0.114898
1600714188.543234,out1,1,b,released,0.288052
1600714188.657638,out1,1,b,released,0.114404
1600714188.926133,out1,1,b,released,0.268496
1600714189.041006,out1,1,b,released,0.114873
1600714192.297953,out1,1,b,released,2.756080
1600714192.409888,out1,1,b,released,0.111935
1600714192.533559,out1,1,b,released,0.123671
1600714192.648431,out1,1,b,released,0.114872
1600714192.833121,out1,1,b,released,0.184690
1600714192.945409,out1,1,b,released,0.112287
1600714193.995993,out1,1,b,released,0.546623
1600714194.286252,out1,1,b,released,0.290259
1600714194.587057,out1,1,b,released,0.300805
1600714194.865679,out1,1,b,released,0.278621
1600714195.160716,out1,1,b,released,0.295038
1600714195.275333,out1,1,b,released,0.114617
1600714195.540668,out1,1,b,released,0.265336
1600714195.655169,out1,1,b,released,0.114501
1600714195.776067,out1,1,b,released,0.120898
1600714196.055072,out1,1,b,released,0.279005
1600714196.166856,out1,1,b,released,0.111784
1600714196.430810,out1,1,b,released,0.263954
1600714196.545649,out1,1,b,released,0.114839
1600714196.663802,out1,1,b,released,0.118153
1600714196.906955,out1,1,b,released,0.243154
1600714197.022882,out1,1,b,released,0.115926
1600714197.137608,out1,1,b,released,0.114727
1600714197.393229,out1,1,b,released,0.255621
1600714197.514140,out1,1,b,released,0.120910
1600714197.779576,out1,1,b,released,0.265436
1600714197.897025,out1,1,b,released,0.117449
1600714197.989793,out1,1,b,released,0.092768
1600714198.241043,out1,1,b,released,0.251250
1600714198.357128,out1,1,b,released,0.116085
1600714198.472030,out1,1,b,released,0.114902
1600714198.568757,out1,1,b,released,0.096727
1600714199.166332,out1,1,b,released,0.096290
1600714199.282077,out1,1,b,released,0.115745
1600714199.400253,out1,1,b,released,0.118177
1600714199.514954,out1,1,b,released,0.114701
1600714201.152339,out1,1,b,released,1.133196
1600714201.356573,out1,1,b,released,0.204235
1600714202.504441,out1,1,b,released,0.646312
1600714202.789627,out1,1,b,released,0.285186
1600714203.746164,out1,1,b,released,0.449466
1600714203.954750,out1,1,b,released,0.208586
1600714204.589643,out1,1,b,released,0.122828
1600714204.783349,out1,1,b,released,0.193706
1600714205.326730,out1,1,b,released,0.543381
1600714205.525975,out1,1,b,released,0.234231
1600714205.981127,out1,1,b,released,0.455152
1600714206.166986,out1,1,b,released,0.185859
1600714206.573386,out1,1,b,released,0.406401
1600714206.740486,out1,1,b,released,0.167099
1600714207.118188,out1,1,b,released,0.377702
1600714207.304787,out1,1,b,released,0.186599
1600714210.830595,out1,1,a,released,3.010675
1600714210.948863,out1,1,a,released,0.118268
1600714211.197110,out1,1,a,released,0.248248
1600714211.310752,out1,1,a,released,0.113642
1600714211.531555,out1,1,a,released,0.220803
1600714211.647426,out1,1,a,released,0.115870
1600714216.363634,out1,1,b,released,4.194307
1600714216.479542,out1,1,b,released,0.115908
1600714219.664442,out1,1,a,released,2.683096
1600714219.812575,out1,1,a,released,0.148134
